participant_id,stim_id,video_id,belief,RMSSD_ms,RMSSD_seconds
1,1,4171487-uhd_3840_2160_30fps.mp4,Human Generated,6.574544674816608,0.006574544674816609
1,2,5768645-uhd_3840_2160_25fps.mp4,Human Generated,3.4386515270268845,0.0034386515270268844
1,3,18840567-hd_1920_1080_30fps.mp4,AI Generated,9.997243714632738,0.009997243714632738
1,4,11946387_3840_2160_30fps.mp4,AI Generated,11.292927049365098,0.011292927049365098
2,1,4171487-uhd_3840_2160_30fps.mp4,Human Generated,9.658931826489768,0.009658931826489768
2,2,11946387_3840_2160_30fps.mp4,AI Generated,3.367511849188028,0.0033675118491880277
2,3,5768645-uhd_3840_2160_25fps.mp4,Human Generated,8.964344768257355,0.008964344768257354
2,4,18840567-hd_1920_1080_30fps.mp4,AI Generated,3.7886649760680813,0.003788664976068081
3,1,4171487-uhd_3840_2160_30fps.mp4,Human Generated,6.2479193617047395,0.006247919361704739
3,2,11946387_3840_2160_30fps.mp4,AI Generated,3.3941523640329216,0.0033941523640329215
3,3,18840567-hd_1920_1080_30fps.mp4,AI Generated,9.93179867899063,0.00993179867899063
3,4,5768645-uhd_3840_2160_25fps.mp4,Human Generated,11.311038737244084,0.011311038737244084
4,1,4171487-uhd_3840_2160_30fps.mp4,Human Generated,5.895370699409261,0.005895370699409261
4,2,18840567-hd_1920_1080_30fps.mp4,AI Generated,3.1465478478450994,0.0031465478478450997
4,3,5768645-uhd_3840_2160_25fps.mp4,Human Generated,11.37713448936898,0.01137713448936898
4,4,11946387_3840_2160_30fps.mp4,AI Generated,12.943842024592849,0.012943842024592849
5,1,4171487-uhd_3840_2160_30fps.mp4,Human Generated,33.8503241409066,0.0338503241409066
5,2,18840567-hd_1920_1080_30fps.mp4,AI Generated,34.63746304442411,0.03463746304442411
5,3,11946387_3840_2160_30fps.mp4,AI Generated,33.639203713674114,0.03363920371367411
5,4,5768645-uhd_3840_2160_25fps.mp4,Human Generated,30.695954305710305,0.030695954305710305
6,1,5768645-uhd_3840_2160_25fps.mp4,Human Generated,32.61885483461444,0.032618854834614436
6,2,4171487-uhd_3840_2160_30fps.mp4,Human Generated,31.443700381893567,0.03144370038189357
6,3,11946387_3840_2160_30fps.mp4,AI Generated,30.580476826137083,0.030580476826137085
6,4,18840567-hd_1920_1080_30fps.mp4,AI Generated,21.55154206819645,0.021551542068196452
7,1,5768645-uhd_3840_2160_25fps.mp4,Human Generated,66.25242228512568,0.06625242228512568
7,2,4171487-uhd_3840_2160_30fps.mp4,Human Generated,110.09863998395161,0.11009863998395161
7,3,18840567-hd_1920_1080_30fps.mp4,AI Generated,68.39848639536163,0.06839848639536163
7,4,11946387_3840_2160_30fps.mp4,AI Generated,59.53836964779486,0.05953836964779486
8,1,5768645-uhd_3840_2160_25fps.mp4,Human Generated,31.40682869837209,0.031406828698372094
8,2,11946387_3840_2160_30fps.mp4,AI Generated,36.566560315858716,0.03656656031585872
8,3,4171487-uhd_3840_2160_30fps.mp4,Human Generated,35.00844527933099,0.035008445279330995
8,4,18840567-hd_1920_1080_30fps.mp4,AI Generated,37.366246314506405,0.037366246314506406
10,1,5768645-uhd_3840_2160_25fps.mp4,Human Generated,33.25254191222321,0.03325254191222321
10,2,18840567-hd_1920_1080_30fps.mp4,AI Generated,35.641268215370786,0.03564126821537079
10,3,4171487-uhd_3840_2160_30fps.mp4,Human Generated,35.16075328300819,0.03516075328300819
10,4,11946387_3840_2160_30fps.mp4,AI Generated,32.17341104667608,0.03217341104667608
11,1,5768645-uhd_3840_2160_25fps.mp4,Human Generated,30.552174622269685,0.030552174622269685
11,2,18840567-hd_1920_1080_30fps.mp4,AI Generated,32.742336600502504,0.032742336600502506
11,3,11946387_3840_2160_30fps.mp4,AI Generated,28.809286697174578,0.02880928669717458
11,4,4171487-uhd_3840_2160_30fps.mp4,Human Generated,25.56307079040572,0.02556307079040572
12,1,11946387_3840_2160_30fps.mp4,Human Generated,9.035234804934268,0.009035234804934268
12,2,4171487-uhd_3840_2160_30fps.mp4,AI Generated,11.296932754299833,0.011296932754299834
12,3,5768645-uhd_3840_2160_25fps.mp4,AI Generated,11.015060181503278,0.011015060181503278
12,4,18840567-hd_1920_1080_30fps.mp4,Human Generated,12.58034420200671,0.01258034420200671
13,1,11946387_3840_2160_30fps.mp4,Human Generated,9.232634829436275,0.009232634829436275
13,2,4171487-uhd_3840_2160_30fps.mp4,AI Generated,11.677376037068907,0.011677376037068907
13,3,18840567-hd_1920_1080_30fps.mp4,Human Generated,11.162383365357488,0.011162383365357489
13,4,5768645-uhd_3840_2160_25fps.mp4,AI Generated,12.40169263439551,0.012401692634395509
14,1,11946387_3840_2160_30fps.mp4,Human Generated,22.49588550968521,0.022495885509685207
14,2,5768645-uhd_3840_2160_25fps.mp4,AI Generated,18.07988807877904,0.018079888078779038
14,3,4171487-uhd_3840_2160_30fps.mp4,AI Generated,19.721617492786738,0.01972161749278674
14,4,18840567-hd_1920_1080_30fps.mp4,Human Generated,23.205064102475564,0.023205064102475564
15,1,11946387_3840_2160_30fps.mp4,Human Generated,18.345883150489882,0.01834588315048988
15,2,5768645-uhd_3840_2160_25fps.mp4,AI Generated,14.664428203835788,0.014664428203835789
15,3,18840567-hd_1920_1080_30fps.mp4,Human Generated,17.935567004095223,0.017935567004095224
15,4,4171487-uhd_3840_2160_30fps.mp4,AI Generated,15.160611987784524,0.015160611987784523
16,1,11946387_3840_2160_30fps.mp4,Human Generated,63.45511382535087,0.06345511382535086
16,2,18840567-hd_1920_1080_30fps.mp4,Human Generated,81.5894019372282,0.0815894019372282
16,3,4171487-uhd_3840_2160_30fps.mp4,AI Generated,72.19102437284015,0.07219102437284014
16,4,5768645-uhd_3840_2160_25fps.mp4,AI Generated,72.74693662499588,0.07274693662499589
17,1,11946387_3840_2160_30fps.mp4,Human Generated,64.58971189247512,0.06458971189247512
17,2,18840567-hd_1920_1080_30fps.mp4,Human Generated,83.15459067551967,0.08315459067551967
17,3,5768645-uhd_3840_2160_25fps.mp4,AI Generated,64.65828983544526,0.06465828983544526
17,4,4171487-uhd_3840_2160_30fps.mp4,AI Generated,71.79928340014399,0.07179928340014399
18,1,18840567-hd_1920_1080_30fps.mp4,Human Generated,74.49202977500345,0.07449202977500345
18,2,4171487-uhd_3840_2160_30fps.mp4,AI Generated,77.62554867085716,0.07762554867085715
18,3,5768645-uhd_3840_2160_25fps.mp4,AI Generated,69.4092601175875,0.0694092601175875
18,4,11946387_3840_2160_30fps.mp4,Human Generated,5.796817470259449,0.005796817470259449
19,1,18840567-hd_1920_1080_30fps.mp4,Human Generated,64.5972258483411,0.0645972258483411
19,2,4171487-uhd_3840_2160_30fps.mp4,AI Generated,82.96116896208464,0.08296116896208464
19,3,11946387_3840_2160_30fps.mp4,Human Generated,65.38121212206703,0.06538121212206703
19,4,5768645-uhd_3840_2160_25fps.mp4,AI Generated,36.222678222108556,0.036222678222108555
20,1,18840567-hd_1920_1080_30fps.mp4,Human Generated,63.828346768811656,0.06382834676881166
20,2,5768645-uhd_3840_2160_25fps.mp4,AI Generated,83.14023398729815,0.08314023398729814
20,3,4171487-uhd_3840_2160_30fps.mp4,AI Generated,66.10834271935151,0.06610834271935151
20,4,11946387_3840_2160_30fps.mp4,Human Generated,73.19098503132112,0.07319098503132113
21,1,18840567-hd_1920_1080_30fps.mp4,Human Generated,62.76812572347215,0.06276812572347215
21,2,5768645-uhd_3840_2160_25fps.mp4,AI Generated,78.72245319907884,0.07872245319907885
21,3,11946387_3840_2160_30fps.mp4,Human Generated,74.36507365090468,0.07436507365090468
21,4,4171487-uhd_3840_2160_30fps.mp4,AI Generated,67.28658207238742,0.06728658207238741
22,1,18840567-hd_1920_1080_30fps.mp4,Human Generated,64.23267132522024,0.06423267132522024
22,2,11946387_3840_2160_30fps.mp4,Human Generated,83.51197518919068,0.08351197518919068
22,3,4171487-uhd_3840_2160_30fps.mp4,AI Generated,64.04697795068385,0.06404697795068386
22,4,5768645-uhd_3840_2160_25fps.mp4,AI Generated,56.83151403626619,0.05683151403626619
23,1,18840567-hd_1920_1080_30fps.mp4,Human Generated,22.85423760422973,0.02285423760422973
23,2,11946387_3840_2160_30fps.mp4,Human Generated,20.9403125273173,0.0209403125273173
23,3,5768645-uhd_3840_2160_25fps.mp4,AI Generated,18.18640540664666,0.01818640540664666
23,4,4171487-uhd_3840_2160_30fps.mp4,AI Generated,20.084561493585326,0.020084561493585326
